Prestazione,Atleta,Cat.,Anno,Società,Disciplina,Gara
5.93,BAZZONI Pietro,SM,2000.0,VR784 FONDAZIONE M. BENTEGODI,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
5.97,GAVAGNI Nicholas,JM,2006.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.04,HABA Gianmarco,PM,2002.0,NA982 ATLETICA LEGGERA PORTICI,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.06,BIANCARDI Luca,SM,2000.0,SV070 ATLETICA ARCOBALENO SAVONA,50m,https://www.fidal.it/risultati/2024/REG34028/Gara156.htm
6.06,RIGOGOLO Giuseppe,SM,1994.0,BA005 AMATORI ATL. ACQUAVIVA,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.08,SCARPATI Riccardo,PM,2004.0,CE033 ASD ARCA ATL.AVERSA A.AVERSANO,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.09,BIANCHINI Giacomo,SM,1999.0,LI036 ATLETICA LIVORNO,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.14,ZANINI Nicolo',PM,2002.0,BG045 ATL. PIANURA BERGAMASCA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.15,GALLI Lorenzo,PM,2004.0,PI081 ATLETICA CASCINA,50m,https://www.fidal.it/risultati/2024/REG34028/Gara156.htm
6.17,RICCARDI Ciro,SM,1992.0,CE033 ASD ARCA ATL.AVERSA A.AVERSANO,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.19,GIORGIANNI Andrea emanu,JM,2005.0,ME102 A.S. DILETT. ATL.VILLAFRANCA,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.19,CANAVESI Stefano,SM,1999.0,CO976 A.S.D. ATLETICA ANDROMEDA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.19,BADJI Bokar,SM35,1988.0,MO052 A.S. LA FRATELLANZA 1874,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.2,MATASSONI Matteo,JM,2006.0,AR058 POL. RINASCITA MONTEVARCHI,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.2,ANYANWU Vittorio Chinwe,SM,2001.0,GE003 S.S. TRIONFO LIGURE,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.2,FORNACA Dario Matteo,SM,2000.0,GE002 A.S.D. C.U.S. GENOVA,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.21,PETRETTI Gerardo,PM,2004.0,SA127 IDEATLETICA AURORA,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.21,FALLANI Leonardo,PM,2003.0,PO149 ASD ATLETICA PRATO,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.22,PASTORINO Mattia,SM,1997.0,TO016 ASDP ATLETICA PINEROLO,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.22,LICCARDO Marco,AM,2007.0,RE105 G.S.SELF ATL. MONTANARI GRUZZA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.22,RIGANATI Emanuele,AM,2008.0,CT734 ASD ALTIS ATHLETICS,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.23,POLLICINO Niccolo',PM,2004.0,PT115 PISTOIATLETICA 1983,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.23,OMOROWA Presley Eghosae,JM,2006.0,BG045 ATL. PIANURA BERGAMASCA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.23,FELICETTI Davide,AM,2007.0,LI035 ATL.LIBERTAS UNICUSANO LIVORNO,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.23,LASKO Stiven,JM,2005.0,PI081 ATLETICA CASCINA,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.23,NOCERINO Francesco,SM,1998.0,RM363 SSD NISSOLINO SPORT SRL ASU,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.23,FEREIDOUNI Gabriele,JM,2006.0,GE002 A.S.D. C.U.S. GENOVA,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.24,RICCARDI Francesco mari,JM,2006.0,SA127 IDEATLETICA AURORA,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.24,FACCHIELLI Claudio,SM,1995.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.24,SERRA Nicola,JM,2006.0,LI038 CENTRO ATLETICA PIOMBINO,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.24,BOMBANA Christian Feder,AM,2008.0,VR761 ATL. INSIEME VERONA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.25,ASSANTI Ugo,SM,1992.0,CE033 ASD ARCA ATL.AVERSA A.AVERSANO,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.26,ALVINO Luca,SM,1996.0,NA997 ASD NEW ATLETICA AFRAGOLA,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.26,D'AUMILLER Giulio,AM,2007.0,VR784 FONDAZIONE M. BENTEGODI,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.27,CIRELLI Davide,JM,2006.0,CR150 ASD INTERFLUMINA E' PIU' POMI',50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.27,ESPOSITO Francesco,PM,2004.0,SA128 A.S.D. ATL. AGROPOLI,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.27,ANGELI Giacomo,SM35,1989.0,PO149 ASD ATLETICA PRATO,50m,https://www.fidal.it/risultati/2024/REG34024/Gara356.htm
6.27,BEDESCHI Alessandro,AM,2007.0,TO016 ASDP ATLETICA PINEROLO,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.27,SALVADORI Zeno,JM,2005.0,PT115 PISTOIATLETICA 1983,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.28,BRICCHI Francesco,PM,2003.0,PR068 C.U.S. PARMA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.29,CINCINELLI Riccardo,JM,2005.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.29,GIOVINAZZO Giacomo,JM,2006.0,LI035 ATL.LIBERTAS UNICUSANO LIVORNO,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.29,DIECI Lorenzo,PM,2003.0,PR068 C.U.S. PARMA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.3,SCOLA Tommaso,JM,2006.0,IM029 ASD MAURINA OLIO CARLI,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.3,ASSOHOUN IEMMI Christop,AM,2007.0,RE128 ATL. REGGIO ASD,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.3,LIPPI Matteo,AM,2007.0,GE002 A.S.D. C.U.S. GENOVA,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.31,FOCHI Jacopo,PM,2003.0,PC461 A.S.D. ATLETICA CINQUE CERCHI,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.32,CONSORTI Giacomo,SM35,1989.0,CO023 ATL. ROVELLASCA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.32,TALERICO Gabriele,JM,2006.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.33,GHIZZARDI Giordano,SM,2000.0,BS575 ATL. VIRTUS CASTENEDOLO,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.33,ZINGAROPOLI Eugenio,SM,1992.0,PT487 MONTECATINI MARATHON ASD,50m,https://www.fidal.it/risultati/2024/REG34028/Gara156.htm
6.34,CARDOSO LAYNES Leonardo,PM,2002.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34028/Gara156.htm
6.34,FAZZI Federico,JM,2005.0,SI377 UISP ABBADIA SAN SALVATORE,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.34,BOSELLI Giacomo,JM,2005.0,PR068 C.U.S. PARMA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.34,LARESE Giovanni,SM,2001.0,CO037 POLISPORTIVA COLVERDE,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.35,CANALE Marco,PM,2004.0,PI081 ATLETICA CASCINA,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.35,STRADI Francesco,JM,2006.0,RE128 ATL. REGGIO ASD,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.35,PASCALE Maurizio,SM,1994.0,AO004 ATLETICA SANDRO CALVESI,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.36,UCCHEDDU Mattia,SM,2001.0,GE003 S.S. TRIONFO LIGURE,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.37,TOCU Riccardo,AM,2007.0,RE105 G.S.SELF ATL. MONTANARI GRUZZA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.37,CONGIU Andrea,AM,2007.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.37,ALLORI Milo,AM,2008.0,PT115 PISTOIATLETICA 1983,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.37,IEMMI Davide,PM,2004.0,PR068 C.U.S. PARMA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.38,SPIRINO David,AM,2008.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.38,VERONA Gabriele,JM,2006.0,RE128 ATL. REGGIO ASD,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.38,PINOTTI Edoardo,SM,2001.0,MN043 ASD LIB. MANTOVA MASCH-FEMM.,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.38,RUTILI Andrea,PM,2004.0,LU104 ATL.PIETRASANTA VERSILIA,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.39,YANG Angelo,PM,2003.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34028/Gara156.htm
6.39,BERNARDINI Matteo,AM,2007.0,AR053 ALGA ATLETICA AREZZO,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.4,FISCALE Pasquale,PM,2003.0,CE033 ASD ARCA ATL.AVERSA A.AVERSANO,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.4,PELLE Ennis,AM,2007.0,IM029 ASD MAURINA OLIO CARLI,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.4,BARONE Domenico,JM,2005.0,PT115 PISTOIATLETICA 1983,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.41,MARGARITA Cristian,JM,2006.0,LU104 ATL.PIETRASANTA VERSILIA,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.41,BARNI Lorenzo,SM,1999.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.42,GAROFOLI Andrea,JM,2006.0,LI036 ATLETICA LIVORNO,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.42,DE LUCIA Jacopo,AM,2008.0,CE033 ASD ARCA ATL.AVERSA A.AVERSANO,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.44,FANTI Matteo,JM,2005.0,RE105 G.S.SELF ATL. MONTANARI GRUZZA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.44,BUOMPRISCO Gianmarco,AM,2007.0,SA126 ASD NISSOLINO ATL. VIS NOVA SA,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.44,MICHELOTTI Filippo,JM,2005.0,PI081 ATLETICA CASCINA,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.44,PALMIERI Christian,PM,2003.0,FI018 TOSCANA ATLETICA JOLLY,50m,https://www.fidal.it/risultati/2024/REG34028/Gara156.htm
6.44,MATTOLINI Francesco,JM,2005.0,LI036 ATLETICA LIVORNO,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.45,BAMBA Anliyou,JM,2006.0,BG045 ATL. PIANURA BERGAMASCA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.45,MERETO Enrico,JM,2006.0,GE002 A.S.D. C.U.S. GENOVA,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.45,SALTALAMACCHIA Andrea d,AM,2007.0,NA965 RUNNING CLUB NAPOLI,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.46,PANARO Michele,AM,2007.0,CE033 ASD ARCA ATL.AVERSA A.AVERSANO,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.46,BOVANI Luca,JM,2006.0,PT115 PISTOIATLETICA 1983,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.46,LONGO Mario,SM60,1964.0,SA126 ASD NISSOLINO ATL. VIS NOVA SA,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.46,GRIECO Raffaele,JM,2005.0,SA138 A.S.D. CARMAX CAMALDOLESE,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.47,GRASSI Giovanni,JM,2005.0,SP042 A.S. ATLETICA SARZANA,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.47,BERTINI Luca,JM,2005.0,PI081 ATLETICA CASCINA,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.47,ESPOSITO Achille,AM,2007.0,PT487 MONTECATINI MARATHON ASD,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.48,CONSOLATI Gioele,JM,2005.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.48,PIEROTTI Leonardo,JM,2006.0,LU100 A.S. ATLETICA VIRTUS LUCCA,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.48,CRISA' Alessandro,JM,2005.0,SP573 ASD ATLETICA SPEZIA DUFERCO,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.48,CASARINO Alessandro,JM,2006.0,SV070 ATLETICA ARCOBALENO SAVONA,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.49,BONACINA Nicola,AM,2007.0,BG045 ATL. PIANURA BERGAMASCA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.49,PERACCA Zeno,JM,2006.0,CO037 POLISPORTIVA COLVERDE,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.49,PELLEGRINI Tommaso,AM,2008.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.5,BONDIOLI Antonio,AM,2008.0,PR068 C.U.S. PARMA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.5,D'ASCIA Raffaele,PM,2004.0,LU104 ATL.PIETRASANTA VERSILIA,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.5,SORDI Tommaso,JM,2006.0,FI407 POLISPORTIVA I'GIGLIO,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.5,DI PALMA Giuseppe,SM,1998.0,SA126 ASD NISSOLINO ATL. VIS NOVA SA,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.5,BIGI Francesco,AM,2007.0,RE128 ATL. REGGIO ASD,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.5,GALLENI Filippo,AM,2008.0,LU104 ATL.PIETRASANTA VERSILIA,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.5,DIGIACOMO Gabriele,JM,2006.0,MN043 ASD LIB. MANTOVA MASCH-FEMM.,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.51,COLTELLI Simone,AM,2008.0,LI035 ATL.LIBERTAS UNICUSANO LIVORNO,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.51,GRISENTI Federico,SM,2000.0,PR068 C.U.S. PARMA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.51,TINTORI Corrado,AM,2008.0,LU104 ATL.PIETRASANTA VERSILIA,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.51,MELANI Simone,AM,2007.0,LU100 A.S. ATLETICA VIRTUS LUCCA,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.52,TENGA Fabio,JM,2006.0,BN800 LIBERTAS AMATORI ATLETICA LEGG,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.52,ORSELLI Giulio,AM,2008.0,FI018 TOSCANA ATLETICA JOLLY,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.52,DE MARCO Giuseppe,SM,1999.0,PI071 CUS PISA,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.52,PANICHI Tommaso,AM,2008.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.53,MORTALI Pietro,AM,2008.0,PR068 C.U.S. PARMA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.53,DI LEONARDO Francesco,SM50,1974.0,MO052 A.S. LA FRATELLANZA 1874,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.53,VOLTA Tommaso,PM,2004.0,PR068 C.U.S. PARMA,50m,https://www.fidal.it/risultati/2024/REG33597/Gara056.htm
6.54,MORETTI Lapo Raul,JM,2006.0,FI018 TOSCANA ATLETICA JOLLY,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.54,TIRADRITTI Nicola,AM,2008.0,LI036 ATLETICA LIVORNO,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.54,PEDRESCHI Gaia,SF,1998.0,BS181 ATL. BRESCIA 1950,50m,https://www.fidal.it/risultati/2024/REG33597/Gara156.htm
6.54,PANCRAZZI Alessio,SM,1998.0,FI009 PROSPORT ATL. FIRENZE,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.54,BERTOLINI Tommaso,JM,2006.0,MS088 POL. PONTREMOLESE,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.54,HAMUD Gabriel,JM,2005.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.55,AGU Chinedu,SM,2001.0,GE003 S.S. TRIONFO LIGURE,50m,https://www.fidal.it/risultati/2024/REG34212/Gara156.htm
6.55,DI SALVO Giulio,AM,2007.0,FI002 ATLETICA FIRENZE MARATHON S.S.,50m,https://www.fidal.it/risultati/2024/REG34024/Gara156.htm
6.55,ESPOSITO Vincenzo,JM,2006.0,CE907 ATLETICA MARCIANISE A.S.D,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.56,MARIANO Marino,SM35,1987.0,NA064 A.P.D. AMATORI ATLETICA NAPOLI,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.56,ALVINO Antonio,SM,1990.0,NA997 ASD NEW ATLETICA AFRAGOLA,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.57,COCCO Simone shuva,AM,2007.0,RM362 A.S.D. ATLETICA TOR TRE TESTE,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.58,GORI Edoardo,AM,2008.0,LI035 ATL.LIBERTAS UNICUSANO LIVORNO,50m,https://www.fidal.it/risultati/2024/REG34028/Gara556.htm
6.58,GAMBERUCCI Lapo,JM,2005.0,SI043 UISP ATLETICA SIENA,50m,https://www.fidal.it/risultati/2024/REG34028/Gara356.htm
6.58,PACCONE Vincenzo,JM,2005.0,CE033 ASD ARCA ATL.AVERSA A.AVERSANO,50m,https://www.fidal.it/risultati/2024/REG34129/Risultati/Gara056.html
6.58,GAROFOLI Alessandro,SM50,1971.0,FI018 TOSCANA ATLETICA JOLLY,50m,https://www.fidal.it/risultati/2024/REG34024/Gara356.htm
